,POI_INDEX,ASPECTS,ATTRACTION_TYPES,ASPECTS_CRAWLED_TIME
3527,237,porcelains,"Shopping, Antique Stores",2020-02-21 21:18:50.270775
3528,237,chinatown,"Shopping, Antique Stores",2020-02-21 21:18:50.285331
3529,237,exhibition,"Shopping, Antique Stores",2020-02-21 21:18:50.299594
3530,238,northern trail,Nature & Parks,2020-02-21 21:19:03.267243
3531,238,mountain biking,Nature & Parks,2020-02-21 21:19:03.282201
3532,238,observation tower,Nature & Parks,2020-02-21 21:19:03.297611
3533,238,forested area,Nature & Parks,2020-02-21 21:19:03.312344
3534,238,dairy farm,Nature & Parks,2020-02-21 21:19:03.326980
3535,238,bukit timah,Nature & Parks,2020-02-21 21:19:03.342665
3536,238,hikers,Nature & Parks,2020-02-21 21:19:03.357883
3537,238,drongo,Nature & Parks,2020-02-21 21:19:03.373682
3538,238,squirrels,Nature & Parks,2020-02-21 21:19:03.389434
3539,238,shelter,Nature & Parks,2020-02-21 21:19:03.404962
3540,238,enthusiasts,Nature & Parks,2020-02-21 21:19:03.421206
3541,238,jog,Nature & Parks,2020-02-21 21:19:03.439283
3542,238,bike,Nature & Parks,2020-02-21 21:19:03.454206
3543,238,track,Nature & Parks,2020-02-21 21:19:03.469710
3544,238,trees,Nature & Parks,2020-02-21 21:19:03.485548
3545,239,peranakan culture,"Sights & Landmarks, Historic Sites",2020-02-21 21:19:16.518386
3546,239,clothing,"Sights & Landmarks, Historic Sites",2020-02-21 21:19:16.534421
3547,239,history,"Sights & Landmarks, Historic Sites",2020-02-21 21:19:16.551356
3548,239,museum,"Sights & Landmarks, Historic Sites",2020-02-21 21:19:16.569805
3549,239,photos,"Sights & Landmarks, Historic Sites",2020-02-21 21:19:16.589515
3550,240,japanese occupation,"Sights & Landmarks, Monuments & Statues",2020-02-21 21:19:30.557336
3551,240,four pillars,"Sights & Landmarks, Monuments & Statues",2020-02-21 21:19:30.573837
3552,240,who lost their lives,"Sights & Landmarks, Monuments & Statues",2020-02-21 21:19:30.589309
3553,240,mass graves,"Sights & Landmarks, Monuments & Statues",2020-02-21 21:19:30.604758
3554,240,burial chamber,"Sights & Landmarks, Monuments & Statues",2020-02-21 21:19:30.620079
3555,240,fitting tribute,"Sights & Landmarks, Monuments & Statues",2020-02-21 21:19:30.635314
3556,240,war dead,"Sights & Landmarks, Monuments & Statues",2020-02-21 21:19:30.650553
3557,240,esplanade park,"Sights & Landmarks, Monuments & Statues",2020-02-21 21:19:30.666347
3558,240,victims,"Sights & Landmarks, Monuments & Statues",2020-02-21 21:19:30.682266
3559,240,monument,"Sights & Landmarks, Monuments & Statues",2020-02-21 21:19:30.698089
3560,240,chopsticks,"Sights & Landmarks, Monuments & Statues",2020-02-21 21:19:30.714080
3561,240,races,"Sights & Landmarks, Monuments & Statues",2020-02-21 21:19:30.729860
3562,240,ww2,"Sights & Landmarks, Monuments & Statues",2020-02-21 21:19:30.746027
3563,240,raffles,"Sights & Landmarks, Monuments & Statues",2020-02-21 21:19:30.762886
3564,240,chinese,"Sights & Landmarks, Monuments & Statues",2020-02-21 21:19:30.779747
3565,240,unity,"Sights & Landmarks, Monuments & Statues",2020-02-21 21:19:30.795881
3566,240,malays,"Sights & Landmarks, Monuments & Statues",2020-02-21 21:19:30.814109
3567,240,death,"Sights & Landmarks, Monuments & Statues",2020-02-21 21:19:30.830438
3568,240,pedestal,"Sights & Landmarks, Monuments & Statues",2020-02-21 21:19:30.845703
3569,240,cenotaph,"Sights & Landmarks, Monuments & Statues",2020-02-21 21:19:30.861165
3570,240,commemorates,"Sights & Landmarks, Monuments & Statues",2020-02-21 21:19:30.876698
3571,240,remembrance,"Sights & Landmarks, Monuments & Statues",2020-02-21 21:19:30.892409
3572,241,department store,"Shopping, Department Stores",2020-02-21 21:19:44.695239
3573,241,great place for shopping,"Shopping, Department Stores",2020-02-21 21:19:44.715550
3574,241,nice cafe downstairs,"Shopping, Department Stores",2020-02-21 21:19:44.731842
3575,241,orchard road,"Shopping, Department Stores",2020-02-21 21:19:44.746608
3576,241,mall,"Shopping, Department Stores",2020-02-21 21:19:44.761435
3577,241,homewares,"Shopping, Department Stores",2020-02-21 21:19:44.776891
3578,242,cold storage,"Shopping, Shopping Malls",2020-02-21 21:19:59.132665
3579,242,anchor tenant,"Shopping, Shopping Malls",2020-02-21 21:19:59.148936
3580,242,hawker centre,"Shopping, Shopping Malls",2020-02-21 21:19:59.167019
3581,242,clementi,"Shopping, Shopping Malls",2020-02-21 21:19:59.184616
3582,242,nike,"Shopping, Shopping Malls",2020-02-21 21:19:59.202087
3583,243,hillview,"Nature & Parks, National Parks",2020-02-21 21:20:12.366128
3584,243,hike,"Nature & Parks, National Parks",2020-02-21 21:20:12.381701
3585,243,turtles,"Nature & Parks, National Parks",2020-02-21 21:20:12.397602
3586,243,nature,"Nature & Parks, National Parks",2020-02-21 21:20:12.412817
3587,243,mall,"Nature & Parks, National Parks",2020-02-21 21:20:12.429216
3588,243,mrt,"Nature & Parks, National Parks",2020-02-21 21:20:12.448563
3589,244,wet market,"Shopping, Flea & Street Markets",2020-02-21 21:20:26.747708
3590,244,for sale,"Shopping, Flea & Street Markets",2020-02-21 21:20:26.763683
3591,244,sellers,"Shopping, Flea & Street Markets",2020-02-21 21:20:26.779412
3592,244,stalls,"Shopping, Flea & Street Markets",2020-02-21 21:20:26.795215
3593,245,national gallery,"Sights & Landmarks, Government Buildings, Architectural Buildings",2020-02-21 21:20:39.594083
3594,246,shopping mall,"Shopping, Shopping Malls",2020-02-21 21:20:53.586558
3595,247,sunday mass,"Sights & Landmarks, Churches & Cathedrals",2020-02-21 21:21:08.670294
3596,247,ophir,"Sights & Landmarks, Churches & Cathedrals",2020-02-21 21:21:08.685265
3597,247,choir,"Sights & Landmarks, Churches & Cathedrals",2020-02-21 21:21:08.700878
3598,247,bugis,"Sights & Landmarks, Churches & Cathedrals",2020-02-21 21:21:08.715607
3599,247,tamil,"Sights & Landmarks, Churches & Cathedrals",2020-02-21 21:21:08.730769
3600,247,catholic,"Sights & Landmarks, Churches & Cathedrals",2020-02-21 21:21:08.748012
3601,247,indian,"Sights & Landmarks, Churches & Cathedrals",2020-02-21 21:21:08.765907
3602,247,picturesque,"Sights & Landmarks, Churches & Cathedrals",2020-02-21 21:21:08.781299
3603,247,mrt,"Sights & Landmarks, Churches & Cathedrals",2020-02-21 21:21:08.796327
3604,248,cold storage,"Shopping, Shopping Malls",2020-02-21 21:21:22.738700
3605,248,food court,"Shopping, Shopping Malls",2020-02-21 21:21:22.754148
3606,249,installation,"Museums, Speciality Museums",2020-02-21 21:21:35.380321
3607,249,exhibition,"Museums, Speciality Museums",2020-02-21 21:21:35.396689
3608,249,art,"Museums, Speciality Museums",2020-02-21 21:21:35.413085
3609,249,display,"Museums, Speciality Museums",2020-02-21 21:21:35.429411
3610,249,visitors,"Museums, Speciality Museums",2020-02-21 21:21:35.445168
3611,250,devotees,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:21:48.466039
3612,250,culture,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:21:48.481787
3613,250,chinatown,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:21:48.496919
3614,251,bus tour,"Museums, History Museums, Speciality Museums",2020-02-21 21:22:01.274358
3615,251,interactive games,"Museums, History Museums, Speciality Museums",2020-02-21 21:22:01.289906
3616,251,great fun,"Museums, History Museums, Speciality Museums",2020-02-21 21:22:01.305172
3617,251,few hours,"Museums, History Museums, Speciality Museums",2020-02-21 21:22:01.320267
3618,251,movie,"Museums, History Museums, Speciality Museums",2020-02-21 21:22:01.335124
3619,251,army,"Museums, History Museums, Speciality Museums",2020-02-21 21:22:01.350250
3620,251,knowledge,"Museums, History Museums, Speciality Museums",2020-02-21 21:22:01.365176
3621,251,theatre,"Museums, History Museums, Speciality Museums",2020-02-21 21:22:01.380167
3622,252,naval history,"Museums, Speciality Museums",2020-02-21 21:22:14.422331
3623,252,naval base,"Museums, Speciality Museums",2020-02-21 21:22:14.438471
3624,252,vessel,"Museums, Speciality Museums",2020-02-21 21:22:14.456091
3625,252,technology,"Museums, Speciality Museums",2020-02-21 21:22:14.472281
3626,252,changi,"Museums, Speciality Museums",2020-02-21 21:22:14.489987
3627,252,exhibits,"Museums, Speciality Museums",2020-02-21 21:22:14.506638
3628,253,buddha tooth relic temple,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 21:22:27.512965
3629,253,sago,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 21:22:27.553945
3630,253,souvenir shopping,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 21:22:27.575822
3631,253,adjoining streets,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 21:22:27.593782
3632,253,for sale,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 21:22:27.610616
3633,253,food outlets,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 21:22:27.627367
3634,253,chinese new year,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 21:22:27.644018
3635,253,factories,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 21:22:27.660716
3636,253,chinatown,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 21:22:27.679121
3637,253,death,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 21:22:27.697493
3638,253,stalls,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 21:22:27.714998
3639,253,immigration,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 21:22:27.732361
3640,253,pushcart,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 21:22:27.748056
3641,253,architecture,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 21:22:27.764671
3642,254,shopping centre,"Shopping, Shopping Malls",2020-02-21 21:22:41.179488
3643,254,stalls,"Shopping, Shopping Malls",2020-02-21 21:22:41.194478
3644,254,bargains,"Shopping, Shopping Malls",2020-02-21 21:22:41.210062
3645,255,historical figures,"Sights & Landmarks, Points of Interest & Landmarks, Piers & Boardwalks",2020-02-21 21:22:54.930113
3646,255,asian civilisation museum,"Sights & Landmarks, Points of Interest & Landmarks, Piers & Boardwalks",2020-02-21 21:22:54.997886
3647,255,commemorates,"Sights & Landmarks, Points of Interest & Landmarks, Piers & Boardwalks",2020-02-21 21:22:55.031695
3648,255,monument,"Sights & Landmarks, Points of Interest & Landmarks, Piers & Boardwalks",2020-02-21 21:22:55.061686
3649,255,unveiled,"Sights & Landmarks, Points of Interest & Landmarks, Piers & Boardwalks",2020-02-21 21:22:55.081666
3650,255,civic,"Sights & Landmarks, Points of Interest & Landmarks, Piers & Boardwalks",2020-02-21 21:22:55.098002
3651,256,large statue,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:23:08.010851
3652,256,main statue,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:23:08.025992
3653,256,monk,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:23:08.041650
3654,256,birth,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:23:08.057177
3655,256,founded,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:23:08.072878
3656,256,buddhist,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:23:08.088283
3657,256,journey,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:23:08.103517
3658,256,photos,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:23:08.118335
3659,257,co founder,"Museums, Science Museums, Speciality Museums, Natural History Museums",2020-02-21 21:23:22.246914
3660,257,small display,"Museums, Science Museums, Speciality Museums, Natural History Museums",2020-02-21 21:23:22.262311
3661,257,for sale,"Museums, Science Museums, Speciality Museums, Natural History Museums",2020-02-21 21:23:22.278704
3662,257,gems,"Museums, Science Museums, Speciality Museums, Natural History Museums",2020-02-21 21:23:22.295008
3663,257,gemology,"Museums, Science Museums, Speciality Museums, Natural History Museums",2020-02-21 21:23:22.310501
3664,257,science,"Museums, Science Museums, Speciality Museums, Natural History Museums",2020-02-21 21:23:22.327317
3665,257,knowledge,"Museums, Science Museums, Speciality Museums, Natural History Museums",2020-02-21 21:23:22.342316
3666,257,stone,"Museums, Science Museums, Speciality Museums, Natural History Museums",2020-02-21 21:23:22.358223
3667,257,teacher,"Museums, Science Museums, Speciality Museums, Natural History Museums",2020-02-21 21:23:22.373207
3668,257,jewelry,"Museums, Science Museums, Speciality Museums, Natural History Museums",2020-02-21 21:23:22.387977
3669,257,learning,"Museums, Science Museums, Speciality Museums, Natural History Museums",2020-02-21 21:23:22.403348
3670,258,tailor,"Shopping, Shopping Malls",2020-02-21 21:23:35.361494
3671,258,orchard,"Shopping, Shopping Malls",2020-02-21 21:23:35.376869
3672,258,scotts,"Shopping, Shopping Malls",2020-02-21 21:23:35.392058
3673,259,ondeh ondeh,"Water & Amusement Parks, Theme Parks",2020-02-21 21:23:48.254057
3674,259,dolls,"Water & Amusement Parks, Theme Parks",2020-02-21 21:23:48.268123
3675,259,fun,"Water & Amusement Parks, Theme Parks",2020-02-21 21:23:48.282139
3676,260,governor general of india,"Sights & Landmarks, Bridges",2020-02-21 21:24:01.055931
3677,260,singapore river,"Sights & Landmarks, Bridges",2020-02-21 21:24:01.070900
3678,260,early days,"Sights & Landmarks, Bridges",2020-02-21 21:24:01.085663
3679,260,both sides,"Sights & Landmarks, Bridges",2020-02-21 21:24:01.101182
3680,260,crossing,"Sights & Landmarks, Bridges",2020-02-21 21:24:01.116946
3681,260,tiau,"Sights & Landmarks, Bridges",2020-02-21 21:24:01.138141
3682,260,boat,"Sights & Landmarks, Bridges",2020-02-21 21:24:01.156138
3683,260,history,"Sights & Landmarks, Bridges",2020-02-21 21:24:01.173689
3684,260,photos,"Sights & Landmarks, Bridges",2020-02-21 21:24:01.189135
3685,260,structure,"Sights & Landmarks, Bridges",2020-02-21 21:24:01.205644
3686,261,chicken club,"Fun & Games, Sights & Landmarks, Sports Complexes, Arenas & Stadiums",2020-02-21 21:24:16.579872
3687,261,war,"Fun & Games, Sights & Landmarks, Sports Complexes, Arenas & Stadiums",2020-02-21 21:24:16.598670
3688,261,land,"Fun & Games, Sights & Landmarks, Sports Complexes, Arenas & Stadiums",2020-02-21 21:24:16.617531
3689,261,platform,"Fun & Games, Sights & Landmarks, Sports Complexes, Arenas & Stadiums",2020-02-21 21:24:16.633549
3690,261,singaporean,"Fun & Games, Sights & Landmarks, Sports Complexes, Arenas & Stadiums",2020-02-21 21:24:16.651058
3691,262,pasir ris,"Nature & Parks, Nature & Wildlife Areas",2020-02-21 21:24:29.395788
3692,262,wetlands,"Nature & Parks, Nature & Wildlife Areas",2020-02-21 21:24:29.411380
3693,262,cyclists,"Nature & Parks, Nature & Wildlife Areas",2020-02-21 21:24:29.427573
3694,262,otters,"Nature & Parks, Nature & Wildlife Areas",2020-02-21 21:24:29.442522
3695,262,suntec,"Nature & Parks, Nature & Wildlife Areas",2020-02-21 21:24:29.457963
3696,262,park,"Nature & Parks, Nature & Wildlife Areas",2020-02-21 21:24:29.474158
3697,262,nature,"Nature & Parks, Nature & Wildlife Areas",2020-02-21 21:24:29.490421
3698,263,pasir ris,"Shopping, Water & Amusement Parks, Shopping Malls, Theme Parks",2020-02-21 21:24:43.735591
3699,263,halal food,"Shopping, Water & Amusement Parks, Shopping Malls, Theme Parks",2020-02-21 21:24:43.753947
3700,263,shopping centre,"Shopping, Water & Amusement Parks, Shopping Malls, Theme Parks",2020-02-21 21:24:43.770507
3701,263,ntuc,"Shopping, Water & Amusement Parks, Shopping Malls, Theme Parks",2020-02-21 21:24:43.786633
3702,263,cinema,"Shopping, Water & Amusement Parks, Shopping Malls, Theme Parks",2020-02-21 21:24:43.802444
3703,263,wild,"Shopping, Water & Amusement Parks, Shopping Malls, Theme Parks",2020-02-21 21:24:43.818769
3704,263,ktv,"Shopping, Water & Amusement Parks, Shopping Malls, Theme Parks",2020-02-21 21:24:43.835070
3705,263,mrt,"Shopping, Water & Amusement Parks, Shopping Malls, Theme Parks",2020-02-21 21:24:43.851097
3706,263,attractions,"Shopping, Water & Amusement Parks, Shopping Malls, Theme Parks",2020-02-21 21:24:43.867289
3707,264,local food,"Sights & Landmarks, Food & Drink, Other Food & Drink, Points of Interest & Landmarks",2020-02-21 21:24:57.884699
3708,264,chicken pie,"Sights & Landmarks, Food & Drink, Other Food & Drink, Points of Interest & Landmarks",2020-02-21 21:24:57.899739
3709,264,lrt,"Sights & Landmarks, Food & Drink, Other Food & Drink, Points of Interest & Landmarks",2020-02-21 21:24:57.941392
3710,264,pandang,"Sights & Landmarks, Food & Drink, Other Food & Drink, Points of Interest & Landmarks",2020-02-21 21:24:57.958303
3711,264,stalls,"Sights & Landmarks, Food & Drink, Other Food & Drink, Points of Interest & Landmarks",2020-02-21 21:24:57.974673
3712,264,chinese,"Sights & Landmarks, Food & Drink, Other Food & Drink, Points of Interest & Landmarks",2020-02-21 21:24:57.999934
3713,265,pte,"Shopping, Shopping Malls",2020-02-21 21:25:10.836301
3714,265,shop,"Shopping, Shopping Malls",2020-02-21 21:25:10.851967
3715,266,during intermission,"Concerts & Shows, Theatres",2020-02-21 21:25:23.820571
3716,266,phantom of the opera,"Concerts & Shows, Theatres",2020-02-21 21:25:23.840027
3717,266,second act,"Concerts & Shows, Theatres",2020-02-21 21:25:23.859194
3718,266,toilet facilities are,"Concerts & Shows, Theatres",2020-02-21 21:25:23.875554
3719,266,marina bay sands,"Concerts & Shows, Theatres",2020-02-21 21:25:23.892326
3720,266,acoustics,"Concerts & Shows, Theatres",2020-02-21 21:25:23.908368
3721,266,rows,"Concerts & Shows, Theatres",2020-02-21 21:25:23.927342
3722,266,musical,"Concerts & Shows, Theatres",2020-02-21 21:25:23.943231
3723,267,under one roof,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:25:36.906392
3724,267,ganesha,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:25:36.921686
3725,267,islam,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:25:36.937415
3726,267,religious,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:25:36.952746
3727,267,prayer,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:25:36.967764
3728,267,praying,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:25:36.982782
3729,268,high end brands,"Shopping, Shopping Malls",2020-02-21 21:25:50.251543
3730,268,branded stuff,"Shopping, Shopping Malls",2020-02-21 21:25:50.267964
3731,268,orchard,"Shopping, Shopping Malls",2020-02-21 21:25:50.283062
3732,268,shopping,"Shopping, Shopping Malls",2020-02-21 21:25:50.298650
3733,269,return journey,"Transportation, Ferries",2020-02-21 21:26:03.435990
3734,269,batam island,"Transportation, Ferries",2020-02-21 21:26:03.453400
3735,269,ticket office,"Transportation, Ferries",2020-02-21 21:26:03.468659
3736,269,harbourfront,"Transportation, Ferries",2020-02-21 21:26:03.483273
3737,270,food republic,"Shopping, Shopping Malls",2020-02-21 21:26:16.392937
3738,270,food court,"Shopping, Shopping Malls",2020-02-21 21:26:16.408554
3739,270,mrt station,"Shopping, Shopping Malls",2020-02-21 21:26:16.423522
3740,270,upmarket,"Shopping, Shopping Malls",2020-02-21 21:26:16.439632
3741,270,facial,"Shopping, Shopping Malls",2020-02-21 21:26:16.455461
3742,270,theatre,"Shopping, Shopping Malls",2020-02-21 21:26:16.470683
3743,270,movie,"Shopping, Shopping Malls",2020-02-21 21:26:16.486727
3744,271,public housing,"Museums, Art Museums",2020-02-21 21:26:29.394217
3745,271,gallery,"Museums, Art Museums",2020-02-21 21:26:29.409876
3746,272,altar,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:26:42.484380
3747,272,devotees,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:26:42.499843
3748,272,buddhist,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:26:42.516933
3749,272,admission,"Sights & Landmarks, Sacred & Religious Sites",2020-02-21 21:26:42.533359
3750,274,ion orchard,"Shopping, Shopping Malls",2020-02-21 21:27:08.422218
3751,274,theatre,"Shopping, Shopping Malls",2020-02-21 21:27:08.441915
3752,274,shopping,"Shopping, Shopping Malls",2020-02-21 21:27:08.459511
3753,274,clothing,"Shopping, Shopping Malls",2020-02-21 21:27:08.475285
3754,275,bukit timah nature reserve,"Nature & Parks, Nature & Wildlife Areas",2020-02-21 21:27:21.347532
3755,275,lookout point,"Nature & Parks, Nature & Wildlife Areas",2020-02-21 21:27:21.362245
3756,275,nature park,"Nature & Parks, Nature & Wildlife Areas",2020-02-21 21:27:21.377355
3757,275,playground,"Nature & Parks, Nature & Wildlife Areas",2020-02-21 21:27:21.392446
3758,275,trail,"Nature & Parks, Nature & Wildlife Areas",2020-02-21 21:27:21.407377
3759,275,visitors,"Nature & Parks, Nature & Wildlife Areas",2020-02-21 21:27:21.422487
3760,276,hawker,"Shopping, Shopping Malls",2020-02-21 21:27:34.443682
3761,277,wooden toys,"Fun & Games, Nature & Parks, Playgrounds",2020-02-21 21:27:48.339623
3762,277,central mall,"Fun & Games, Nature & Parks, Playgrounds",2020-02-21 21:27:48.373337
3763,277,clarke,"Fun & Games, Nature & Parks, Playgrounds",2020-02-21 21:27:48.405823
3764,277,puzzles,"Fun & Games, Nature & Parks, Playgrounds",2020-02-21 21:27:48.442996
3765,277,play,"Fun & Games, Nature & Parks, Playgrounds",2020-02-21 21:27:48.483864
3766,277,quay,"Fun & Games, Nature & Parks, Playgrounds",2020-02-21 21:27:48.522011
3767,278,on display,"Museums, Shopping, Art Galleries",2020-02-21 21:28:01.614786
3768,278,gallery,"Museums, Shopping, Art Galleries",2020-02-21 21:28:01.630118
3769,278,sculptures,"Museums, Shopping, Art Galleries",2020-02-21 21:28:01.645757
3770,280,reflexology,"Shopping, Shopping Malls",2020-02-21 21:28:27.750918
3771,280,ntuc,"Shopping, Shopping Malls",2020-02-21 21:28:27.767717
3772,280,court,"Shopping, Shopping Malls",2020-02-21 21:28:27.783560
3773,280,shopping,"Shopping, Shopping Malls",2020-02-21 21:28:27.798326
3774,280,attractions,"Shopping, Shopping Malls",2020-02-21 21:28:27.813426
3775,281,branch,"Food & Drink, Wineries & Vineyards",2020-02-21 21:28:40.697417
3776,281,perfume,"Food & Drink, Wineries & Vineyards",2020-02-21 21:28:40.713382
3777,281,fragrance,"Food & Drink, Wineries & Vineyards",2020-02-21 21:28:40.730063
3778,281,shop,"Food & Drink, Wineries & Vineyards",2020-02-21 21:28:40.746673
3779,282,indoor stadium,"Sights & Landmarks, Arenas & Stadiums",2020-02-21 21:28:53.632437
3780,282,kallang river,"Sights & Landmarks, Arenas & Stadiums",2020-02-21 21:28:53.651203
3781,282,food court,"Sights & Landmarks, Arenas & Stadiums",2020-02-21 21:28:53.667332
3782,282,concert,"Sights & Landmarks, Arenas & Stadiums",2020-02-21 21:28:53.682609
3783,282,track,"Sights & Landmarks, Arenas & Stadiums",2020-02-21 21:28:53.698037
3784,282,stingrays,"Sights & Landmarks, Arenas & Stadiums",2020-02-21 21:28:53.713587
3785,282,mall,"Sights & Landmarks, Arenas & Stadiums",2020-02-21 21:28:53.729850
3786,283,orchard road,"Shopping, Shopping Malls",2020-02-21 21:29:06.741748
3787,283,shopping mall,"Shopping, Shopping Malls",2020-02-21 21:29:06.756644
3788,283,mrt station,"Shopping, Shopping Malls",2020-02-21 21:29:06.771407
3789,283,browsing,"Shopping, Shopping Malls",2020-02-21 21:29:06.787622
3790,283,clothing,"Shopping, Shopping Malls",2020-02-21 21:29:06.803657
3791,284,concert,"Concerts & Shows, Theatres",2020-02-21 21:29:20.253554
3792,284,church,"Concerts & Shows, Theatres",2020-02-21 21:29:20.268345
3793,284,cloakroom,"Concerts & Shows, Theatres",2020-02-21 21:29:20.283571
3794,284,stage,"Concerts & Shows, Theatres",2020-02-21 21:29:20.298379
3795,284,performance,"Concerts & Shows, Theatres",2020-02-21 21:29:20.313470
3796,284,thousands,"Concerts & Shows, Theatres",2020-02-21 21:29:20.328632
3797,285,sporting goods,"Shopping, Shopping Malls",2020-02-21 21:29:33.253101
3798,285,sports wear,"Shopping, Shopping Malls",2020-02-21 21:29:33.270537
3799,285,shoes,"Shopping, Shopping Malls",2020-02-21 21:29:33.287850
3800,285,retailers,"Shopping, Shopping Malls",2020-02-21 21:29:33.305236
3801,285,selling,"Shopping, Shopping Malls",2020-02-21 21:29:33.320758
3802,286,shopping complex,"Shopping, Shopping Malls",2020-02-21 21:29:46.354304
3803,286,clothing,"Shopping, Shopping Malls",2020-02-21 21:29:46.368947
3804,286,halal,"Shopping, Shopping Malls",2020-02-21 21:29:46.384948
3805,287,bus interchange,"Shopping, Shopping Malls",2020-02-21 21:29:59.332652
3806,287,public library,"Shopping, Shopping Malls",2020-02-21 21:29:59.348955
3807,287,food court,"Shopping, Shopping Malls",2020-02-21 21:29:59.364425
3808,287,air conditioned,"Shopping, Shopping Malls",2020-02-21 21:29:59.379424
3809,287,challenger,"Shopping, Shopping Malls",2020-02-21 21:29:59.394726
3810,287,denki,"Shopping, Shopping Malls",2020-02-21 21:29:59.410205
3811,287,ntuc,"Shopping, Shopping Malls",2020-02-21 21:29:59.424930
3812,287,shop,"Shopping, Shopping Malls",2020-02-21 21:29:59.439813
3813,287,stalls,"Shopping, Shopping Malls",2020-02-21 21:29:59.455658
3814,288,novena mrt,"Shopping, Shopping Malls",2020-02-21 21:30:13.405115
3815,288,cold storage,"Shopping, Shopping Malls",2020-02-21 21:30:13.419726
3816,288,food court,"Shopping, Shopping Malls",2020-02-21 21:30:13.435253
3817,288,mall,"Shopping, Shopping Malls",2020-02-21 21:30:13.450473
3818,288,stalls,"Shopping, Shopping Malls",2020-02-21 21:30:13.466191
3819,289,holy place,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 21:30:27.476528
3820,289,gurudwara,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 21:30:27.490984
3821,289,prayer,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 21:30:27.506416
3822,289,religious,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 21:30:27.522541
3823,290,chanting,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 21:30:40.494451
3824,290,hindu,"Sights & Landmarks, Points of Interest & Landmarks",2020-02-21 21:30:40.510139
3825,291,movie,"Museums, Concerts & Shows, Theatres, Observatories & Planetariums, Science Museums",2020-02-21 21:30:54.670517
3826,291,documentaries,"Museums, Concerts & Shows, Theatres, Observatories & Planetariums, Science Museums",2020-02-21 21:30:54.686035
3827,291,tickets,"Museums, Concerts & Shows, Theatres, Observatories & Planetariums, Science Museums",2020-02-21 21:30:54.701208
3828,291,topic,"Museums, Concerts & Shows, Theatres, Observatories & Planetariums, Science Museums",2020-02-21 21:30:54.716020
3829,291,nature,"Museums, Concerts & Shows, Theatres, Observatories & Planetariums, Science Museums",2020-02-21 21:30:54.730942
3830,291,adventure,"Museums, Concerts & Shows, Theatres, Observatories & Planetariums, Science Museums",2020-02-21 21:30:54.746224
3831,291,journey,"Museums, Concerts & Shows, Theatres, Observatories & Planetariums, Science Museums",2020-02-21 21:30:54.761198
3832,292,mass,"Sights & Landmarks, Churches & Cathedrals",2020-02-21 21:31:07.678907
3833,292,catholic,"Sights & Landmarks, Churches & Cathedrals",2020-02-21 21:31:07.694239
3834,292,cantonese,"Sights & Landmarks, Churches & Cathedrals",2020-02-21 21:31:07.709336
3835,292,sermon,"Sights & Landmarks, Churches & Cathedrals",2020-02-21 21:31:07.723929
3836,292,mandarin,"Sights & Landmarks, Churches & Cathedrals",2020-02-21 21:31:07.741414
3837,292,prayer,"Sights & Landmarks, Churches & Cathedrals",2020-02-21 21:31:07.756458
