POI_INDEX,TOTAL_REVIEWS,RANKING,RATINGS,ADDRESS,OPENING_HOURS,ATTRIBUTES_CRAWLED_TIME
395,5,395,4.6,"|AlongChinSweeRoadandPearl'sHillRoad,Singapore,Singapore",,2020-01-26 01:15:40.053991
396,1,396,4,"SentosaIsland,Singapore",,2020-01-26 01:15:48.037727
397,3,397,5,ResortsWorldSentosa26SentosaGateway#01-/38/39,周一 ~ 周日：10:00-21:00；最后入场时间：20:00,2020-01-26 01:15:56.834172
398,5,398,4.8,"新加坡,新加坡",,2020-01-26 01:16:06.541687
399,14,399,4.6,"20KohSekLimRoad,Singapore486593,Singapore",,2020-01-26 01:16:17.534493
400,1,400,3,QueenstownResearchLink,,2020-01-26 01:16:33.262779
401,7,401,4.3,"240NeoTiewCrescent,Singapore718878,Singapore",,2020-01-26 01:16:43.696572
402,6,402,4,"11HougangAvenue10,Singapore538768,Singapore",,2020-01-26 01:16:53.035463
403,7,403,4.1,"ChangiCamp|Block151MartleshamRoad,Singapore,Singapore",,2020-01-26 01:17:01.583042
404,12,404,4.6,"112TanahMerahCoastRoad,Singapore,Singapore",,2020-01-26 01:17:12.800525
405,5,405,4.4,"JooChiatRoad,Singapore427585,Singapore",,2020-01-26 01:17:29.249737
406,1,406,0,"2HandyRoadTheCathay|2HandyRoad,Singapore229233,Singapore",暂无,2020-01-26 01:17:38.349965
407,0,407,,"81LorongChencharuOrto|Orto,Singapore769198,Singapore",暂无,2020-01-26 01:17:46.494601
408,1,408,0,"80MandaiLakeRoadSingaporeZoologicalGardens,Singapore729826,Singapore",暂无,2020-01-26 01:17:55.334428
409,9,409,4,"LorongSesuai,Singapore,Singapore",,2020-01-26 01:18:04.477070
410,1,410,0,"EastCoastRoad,Singapore,Singapore",暂无,2020-01-26 01:18:15.556868
411,1,411,0,"328NorthBridgeRoad#02-25RafflesShoppingArcade,Singapore188719,Singapore",暂无,2020-01-26 01:18:24.003843
412,5,412,4.2,"51WaterlooSt|Unit#02-06,Singapore187969,Singapore",,2020-01-26 01:18:34.485429
413,4,413,4,"EvertonRoad,Singapore,Singapore",周一 - 周日 0:00 - 23:59;,2020-01-26 01:18:44.335893
414,16,414,4.3,"371RaceCourseRoadLittleIndia,Singapore218641,Singapore",,2020-01-26 01:18:55.126435
415,7,415,4,"22ChuanHoeAvenue,Singapore549854,Singapore",,2020-01-26 01:19:11.783732
416,9,416,4.7,"9ColdstreamAvenueFrankelEstate,Singapore459595,Singapore",,2020-01-26 01:19:19.783744
417,3,417,4,"4BBukitPasohRoad,Singapore089818,Singapore",周二 - 周六 11:00 - 17:00;,2020-01-26 01:19:29.526857
418,3,418,4,"8QSingaporeArtMuseum,8QueenSt.",周一至周日上午 10:00 至晚上 7:00,2020-01-26 01:19:39.592277
419,12,419,4.4,"94PasirRisCentral,Singapore519637,Singapore",,2020-01-26 01:19:49.069171
420,3,420,4.3,"新加坡,新加坡",,2020-01-26 01:20:05.751705
421,9,421,4.6,"PulauSemakau,Singapore000706,Singapore",,2020-01-26 01:20:16.971571
422,1,422,0,"1CantonmentRoadThePinnacle@Duxton,Singapore080001,Singapore",,2020-01-26 01:20:28.091352
423,1,423,5,"#B1-03D,OneRafflesPlace,1RafflesPlace(RafflesPlace/BoatQuay)",Mon - Fri: 08:00 - 20:00,2020-01-26 01:20:36.477917
424,11,424,4.4,"PulauHantuIsland,Singapore000705,Singapore",,2020-01-26 01:20:46.141870
425,9,425,4.6,"460SimsAvenue,Singapore387601,Singapore",,2020-01-26 01:21:01.763433
426,3,426,4.3,"PunggolPromenadeNatureWalk,Singapore,Singapore",,2020-01-26 01:21:12.448439
427,1,427,5,"#02-33,MarketStreetFoodCentre,50MarketStreet(RafflesPlace/BoatQuay)","Closed: Sat, Sun &",2020-01-26 01:21:21.102124
428,2,428,4,109EastCoastRoadSingapore428800,周一～周日 10:00-22:00,2020-01-26 01:21:29.286447
429,1,429,5,"#B1-48/49,ChinatownPoint,133NewBridgeRoad(Chinatown)",Daily: 11:00 - 21:30,2020-01-26 01:21:38.446232
430,1,430,5,"#02-35,MarketStreetFoodCentre,50MarketStreet(RafflesPlace/BoatQuay)",Closed: Sat & Sun,2020-01-26 01:21:49.832017
431,17,431,4.1,"TeochewBuilding(2ndfloor)97TankRoad,Singapore238066,Singapore",,2020-01-26 01:21:59.682166
432,12,432,4.3,"43NorthCanalRoad,Singapore059299,Singapore",,2020-01-26 01:22:15.549218
433,5,433,4.7,"33HyderabadRoad,Singapore119578,Singapore",,2020-01-26 01:22:32.254742
434,11,434,4.2,"42BussorahStreet,Singapore199460,Singapore",,2020-01-26 01:22:39.355503
435,2,435,4.5,"新加坡,新加坡",,2020-01-26 01:22:55.321650
436,10,436,4.2,"LorongHalus|Punggol,Singapore823172,Singapore",,2020-01-26 01:23:06.584705
437,10,437,4.2,"TiongBahruRoad,Singapore,Singapore",,2020-01-26 01:23:16.537385
438,1,438,3,3HarbourfrontPlace,8:45-22:00,2020-01-26 01:23:27.538512
439,8,439,4.5,"MarinaSouthPier|31MarinaCoastalDrive,Singapore,Singapore",,2020-01-26 01:23:38.353244
440,14,440,4.1,"EsplanadePark,Singapore,Singapore",,2020-01-26 01:23:48.861021
441,0,441,,"HarbourFrontTower2,3HarbourfrontPl,Level1,Singapore099254","Daily openTime:08:45,closeTime:22:00",2020-01-26 01:24:02.657749
442,1,442,5,"KeongSaikRoad,Singapore",,2020-01-26 01:24:13.691018
443,1,443,5,"AliwalArtsCentre28AliwalStreet#02-10Singapore199918,Singapore199918,Singapore",,2020-01-26 01:24:23.300213
444,1,444,4,"3AKerbauRoad,Singapore219142,Singapore",,2020-01-26 01:24:31.684647
445,1,445,5,Singapore,,2020-01-26 01:24:40.759042
446,1,446,5,"新加坡,新加坡",,2020-01-26 01:24:51.249876
447,1,447,5,"新加坡,新加坡",,2020-01-26 01:25:01.866115
448,4,448,5,"30KeppelRd,Singapore,Singapore",,2020-01-26 01:25:12.899039
449,2,449,5,"20RafflesAvenueTheFloat@MarinaBay|TheFloat@MarinaBay,Singapore039805,Singapore",,2020-01-26 01:25:23.078863
450,0,450,,"6TebingLane,#01-04,Singapore828835",,2020-01-26 01:25:33.684168
451,1,451,5,"新加坡,新加坡",,2020-01-26 01:25:43.278617
452,1,452,5,"50NanyangAve,BlockS3.2-B5,Singapore639798",,2020-01-26 01:25:53.757133
453,2,453,4,"10MountVernonRoad,Singapore,Singapore",,2020-01-26 01:26:03.242128
454,0,454,,"8MarinaBlvd,#33-01,Singapore018981",,2020-01-26 01:26:13.267808
455,10,455,4.3,"2BeattyLane,Singapore209945,Singapore",,2020-01-26 01:26:22.965615
456,1,456,5,"180AlbertStreetVillageHotelAlbertCourt,Singapore189971,Singapore",,2020-01-26 01:26:33.199710
457,2,457,5,"新加坡,新加坡",,2020-01-26 01:26:42.578731
458,1,458,5,"新加坡,新加坡",,2020-01-26 01:26:52.590979
459,0,459,,"350OrchardRoadShawHouse|TongBuilding#07-03,Singapore238862,Singapore",周日:下午12:00-下午5:00;,2020-01-26 01:27:01.818002
460,4,460,4.8,"1RepublicBlvd,Singapore038975",,2020-01-26 01:27:12.261417
461,1,461,4,"ClementiWestStreet2|Block713,#01-12,Singapore120713,Singapore",,2020-01-26 01:27:21.331778
462,1,462,4,"HDBToaPayoh#01-127,4Lorong7ToaPayoh",,2020-01-26 01:27:31.601413
463,1,463,4,"20MerbauRoad|KCArtsCentre-HomeoftheSRT,Singapore239035,Singapore",,2020-01-26 01:27:41.989765
464,6,464,4.5,"NewBridgeRoad,Singapore,Singapore",,2020-01-26 01:27:51.141081
465,7,465,4.3,"32/34AljuniedRd,Singapore389818",,2020-01-26 01:27:59.944985
466,3,466,5,"19ChinaSt,Singapore049561",,2020-01-26 01:28:08.178206
467,11,467,3.9,"Singapore,Singapore",,2020-01-26 01:28:18.610373
468,4,468,4.8,"1HarbourfrontWalk,02-30,Singapore098585",,2020-01-26 01:28:34.166910
469,7,469,4.3,"16CollegeRoad,Singapore169854,Singapore",,2020-01-26 01:28:44.137179
470,4,470,4.8,"FortCanningCentre2ndStorey,CoxTerrace,Singapore179618,Singapore",,2020-01-26 01:28:53.955240
471,4,471,4.8,"17CarpenterSt|#02-01,Singapore059906,Singapore",,2020-01-26 01:29:03.598681
472,12,472,3.8,"2TownerRd,Singapore327804,Singapore",,2020-01-26 01:29:12.552037
473,5,473,4.4,"KimSengRoad,Singapore,Singapore",,2020-01-26 01:29:26.695395
474,9,474,3.9,"TampinesStreet11,nexttoBlock124,Singapore,Singapore",,2020-01-26 01:29:37.562447
475,3,475,5,"59FortRoad,Singapore439105,Singapore",,2020-01-26 01:29:46.841333
476,4,476,4.8,,,2020-01-26 01:29:54.963424
477,12,477,3.7,"100DairyFarmRoad,Singapore679057,Singapore",,2020-01-26 01:30:05.048765
478,1,478,5,"25ClubStreet,Singapore069412,Singapore",暂无,2020-01-26 01:30:19.894607
479,1,479,5,"25ClubStreet,Singapore069412,Singapore",暂无,2020-01-26 01:30:29.659726
480,4,480,4.5,"140HillStreet#01-10/11/12OldHillStreetPoliceStation,Singapore179369,Singapore",,2020-01-26 01:30:38.744346
481,4,481,4,"AngMoKioAvenue,Singapore,Singapore",,2020-01-26 01:30:49.159244
482,2,482,4,"37KerbauRoadGholia'sVillage|Gholia’sVillage,Singapore219168,Singapore",,2020-01-26 01:30:59.718710
483,2,483,5,"AlexandraRoad,Tampines,Singapore",,2020-01-26 01:31:09.962934
484,2,484,5,,,2020-01-26 01:31:21.726100
485,2,485,5,52NanyangAvenue,,2020-01-26 01:31:31.337431
486,1,486,5,"1OrchidClubRoad,Singapore76Singapore",,2020-01-26 01:31:42.109297
487,0,487,,"216OrchardRoadOrchardGateway@Emerald|OrchardGatewayAtEmerald,OppositeSomersetMRT,Singapore238898,Singapore",周日-周六:上午8:30-下午9:30;,2020-01-26 01:31:53.156326
488,2,488,4.5,"AnchorvaleStreet,Singapore,Singapore",,2020-01-26 01:32:01.676542
489,2,489,4.5,"BoonTatSt,Singapore,Singapore",,2020-01-26 01:32:12.926768
490,2,490,4.5,"Singapore,Singapore",,2020-01-26 01:32:22.715026
491,1,491,5,"27WestCoastHighwayWestway,Singapore117867,Singapore",,2020-01-26 01:32:30.710823
492,1,492,5,"36NorthCanalRoad,Singapore059292,Singapore",,2020-01-26 01:32:41.017790
493,1,493,5,12AUpperCrossStreet(Chinatown),,2020-01-26 01:32:50.618549
494,1,494,5,"9SentulCrescent|Level3Punggol,Singapore828654,Singapore",,2020-01-26 01:33:01.820142
495,1,495,5,"#01-01,63CircularRoad(RafflesPlace/BoatQuay)",,2020-01-26 01:33:11.582791
496,1,496,5,"#02-91,AmoyStreetFoodCentre,7MaxwellRoad(TanjongPagar/RafflesPlace)",,2020-01-26 01:33:21.244073
497,1,497,5,"Stall28,LauPaSatFestivalMarket,18RafflesQuay(RafflesPlace/BoatQuay)",,2020-01-26 01:33:29.964939
498,1,498,5,"235TelokAyerStreet,Singapore068656,Singapore068656,Singapore",,2020-01-26 01:33:39.248589
499,1,499,5,Singapore,,2020-01-26 01:33:48.838936
500,1,500,5,"#01-02,CapitalSquare3,25ChurchStreet(RafflesPlace/BoatQuay)",,2020-01-26 01:33:58.110814
501,1,501,5,"#01-04,AmoyStreetFoodCentre,7MaxwellRoad(TanjongPagar/RafflesPlace)",,2020-01-26 01:34:06.715057
502,1,502,5,"TheDiningRoomatTanjongBeachClub,120TanjongBeachWalk,Singapore",,2020-01-26 01:34:16.392500
503,1,503,5,140TelokAyerStSingapore068604SingaporeTanjongPagar,,2020-01-26 01:34:25.619789
504,1,504,5,"#03-14,MarketStreetFoodCentre,50MarketStreet(RafflesPlace/BoatQuay)",,2020-01-26 01:34:33.555833
505,1,505,5,"#B1-04,OneRafflesPlace,1RafflesPlace(RafflesPlace/BoatQuay)",,2020-01-26 01:34:44.577654
506,1,506,5,"1ZubirSaidDr,Singapore227968",,2020-01-26 01:34:52.159731
507,1,507,5,BassorahStreetArabQuarterSingaporeSingapore,,2020-01-26 01:35:03.188322
508,1,508,5,"150TelokAyerStreet,Singapore068608,Singapore",,2020-01-26 01:35:13.893791
509,1,509,5,"3TemasekBoulevardSuntecCityMall|SuntecCity,Tower4#01-643,Singapore038983,Singapore",,2020-01-26 01:35:25.159489
510,1,510,5,"#02-32,HongLimFoodCentre,531AUpperCrossStreet(Chinatown)",,2020-01-26 01:35:33.671606
511,1,511,5,"98TelokAyerStreet,Singapore048474,Singapore048474,Singapore",,2020-01-26 01:35:41.874581
512,1,512,5,60CollyerQuaySingapore049322Singapore,,2020-01-26 01:35:51.465458
513,0,513,,"300MandaiRoad,Singapore",,2020-01-26 01:36:01.050075
514,1,514,5,"1384AngMoKioAvenue1|BishanParkII,Singapore569932,Singapore",,2020-01-26 01:36:11.717902
515,2,515,2.5,"7LockRoad|#02-13GillmanBarracks,Singapore108935,Singapore",,2020-01-26 01:36:22.158609
516,1,516,0,"62TembelingRd,Singapore423586",,2020-01-26 01:36:32.348283
517,0,517,,Singapore,,2020-01-26 01:36:41.876599
518,0,518,,"1CoveAve#03-02,BlockB,Level3SouthernIslands098537SingaporeSentosa",,2020-01-26 01:36:53.020186
519,1,519,0,"3TemasekBoulevard,Singapore",,2020-01-26 01:37:02.124343
520,1,520,5,"181OrchardRoadOrchardCentral|#04-14,Singapore238896,Singapore",,2020-01-26 01:37:12.011484
521,0,521,,"AdmiraltyRoadWest,Singapore,Singapore",,2020-01-26 01:37:21.712070
522,7,522,4.2,"51LorongBekukongChangiPointFerryTerminal|ChangiEast,Singapore499172,Singapore",,2020-01-26 01:37:30.130826
523,1,523,4,"Tampines,Singapore",,2020-01-26 01:37:39.686037
524,1,524,0,,"Daily openTime:09:30,closeTime:12:30",2020-01-26 01:37:49.893821
525,0,525,,"845GeylangRd,Singapore400845,Singapore,Singapore",,2020-01-26 01:38:00.031217
526,1,526,5,"14GemmillLaneAllanVille,Singapore069253,Singapore",,2020-01-26 01:38:07.703090
527,1,527,5,"30RafflesPlaceChevronHouse|#03-03ChervonHouse,Singapore048622,Singapore",,2020-01-26 01:38:19.122938
528,1,528,5,"6AShentonWay|#03-18,Singapore068816,Singapore",,2020-01-26 01:38:29.386783
529,1,529,5,"7ShentonWaySingaporeConferenceHall,Singapore068810,Singapore",,2020-01-26 01:38:39.306508
530,1,530,5,"33ErskineRoadTheScarletHotelFloor01Unit0607|TheScarletHotel,Singapore069333,Singapore",,2020-01-26 01:38:48.751846
531,1,531,5,"12MarinaViewAsiaSquareTower2|#02-18/19AsiaSquareTower2,Singapore018961,Singapore",,2020-01-26 01:38:56.297107
532,0,532,,"1OrchidClubRoad,Singapore",,2020-01-26 01:39:07.273628
533,1,533,3,"31RiversideRoad,Singapore739087,Singapore",,2020-01-26 01:39:17.369430
534,1,534,4,,"Daily openTime:08:30,closeTime:17:30",2020-01-26 01:39:26.885349
535,0,535,,"1BayfrontAvenueMarinaBaySands|SkyParkatMarinaBaySands,Tower3,Singapore018971,Singapore",周日:上午11:00-上午2:00;周一:下午12:00-上午2:00;周二-周五:下午12:00-上午4:00;周六:上午11:00-上午4:00;,2020-01-26 01:39:36.312549
536,0,536,,"TanjongBeach,新加坡",海滩全天开放。,2020-01-26 01:39:46.351315
537,0,537,,1ExpoDriveSingapore486150,外观全天开放，展会时间请参考官网,2020-01-26 01:39:56.687368
538,0,538,,"Singapore,Singapore",暂无,2020-01-26 01:40:06.952430
539,0,539,,"27BukitManisRoadSentosaGolfClub,SentosaIsland099892,Singapore",暂无,2020-01-26 01:40:16.573810
540,0,540,,Inside Starlight Changi Mall in Singapore Changi Airport,全年营业：周日-周四：10:00-凌晨24:00；周五及周六和节假日前夕：10:00-凌晨1:00,2020-01-26 01:40:29.805043
541,0,541,,"Starlight inside Changi Airport, Singapore",全年营业10:00-22:00,2020-01-26 01:40:37.965731
542,0,542,,Starlight Changi Mall in Singapore Changi Airport,全年营业10:00-22:00,2020-01-26 01:40:44.742464
543,0,543,,Marina Bay Mall in Singapore,全年开放：10:00-22:00（最晚售票时间19:30）,2020-01-26 01:40:51.959789
544,0,544,,Inside Starlight Changi Mall in Singapore Changi Airport,全年营业10:00-22:00,2020-01-26 01:40:59.690995
545,0,545,,"Singapore,287JooChiatRd427540",全天开放,2020-01-26 01:41:08.241032
546,0,546,,"3ConservatoryDrive,Singapore117376,Singapore",暂无,2020-01-26 01:41:17.306332
547,0,547,,"UpperSeletarReservoirMandaiRoadTrack7,Singapore779384,Singapore",暂无,2020-01-26 01:41:26.315313
548,0,548,,"37MalanRoadGillmanBarracks|GillmanBarracks,Singapore109452,Singapore",暂无,2020-01-26 01:41:35.166536
549,0,549,,"111CKingGeorge'sAvenue,Singapore208559,Singapore",周一-周四:上午6:30-下午8:30;周五:上午6:30-下午7:30;周六:上午8:00-下午2:00;,2020-01-26 01:41:44.636449
550,0,550,,"10WoodlandsDrive17MasjidYusofIshak|Woodlands,Singapore737740,Singapore",暂无,2020-01-26 01:41:52.633693
551,0,551,,"6ScottsRoadScottsSquare|ScottsSquare#03-11/12/13,Singapore228209,Singapore",周一-周四:上午11:30-下午8:30;周五-周日:上午11:00-下午8:30;,2020-01-26 01:42:01.719589
552,0,552,,"18MountElizabethOakwoodStudiosSingapore|OakwoodStudiosSingapore,Singapore228514,Singapore",周日-周六:上午12:00-下午11:59;,2020-01-26 01:42:13.348456
553,0,553,,"18SungeiTengahRoad,Singapore698974,Singapore",周日-周六:上午9:00-下午5:00;,2020-01-26 01:42:21.213382
554,0,554,,"Singapore29467,Singapore",暂无,2020-01-26 01:42:30.188172
555,0,555,,"18MountElizabethOakwoodStudiosSingapore|OakwoodStudiosSingapore,Singapore228514,Singapore",周日-周六:上午12:00-下午11:59;,2020-01-26 01:42:38.800827
556,0,556,,"18SungeiTengahRoad,Singapore698974,Singapore",周日-周六:上午9:00-下午5:00;,2020-01-26 01:42:46.292269
557,0,557,,"UpperSeletarReservoirMandaiRoadTrack7,Singapore779384,Singapore",暂无,2020-01-26 01:43:02.856001
558,0,558,,"Singapore29467,Singapore",暂无,2020-01-26 01:43:13.655037
559,0,559,,"新加坡,新加坡","周一 - 周五上午9:00 - 下午10:00days: 周一 - 周五, times: 上午9:00 - 下午10:00,",2020-01-26 01:43:25.003360
560,0,560,,"583GeylangRoadMasjidKhadijah|AftterLorong-30&BeforeLorong-29Geylang,Singapore389522,Singapore",暂无,2020-01-26 01:43:35.001012
561,0,561,,"18BoonLayWayTradehub2121136#01,Singapore609966,Singapore",暂无,2020-01-26 01:43:44.498052
562,0,562,,"新加坡,新加坡",暂无,2020-01-26 01:43:53.774640
563,0,563,,"350OrchardRoadLevel5ShawHouse,Singapore238868,Singapore",暂无,2020-01-26 01:44:03.757828
565,0,565,,"43CarpenterStreetGreatwoodBuilding|02-01,Singapore059922,Singapore",周日:上午10:00-下午12:00;周二:上午8:00-上午11:30;周三-周五:下午7:30-下午9:30;周四:上午8:00-上午10:00;周五:下午4:00-下午5:30;周六:下午3:00-下午5:00;,2020-01-26 01:44:19.030085
566,0,566,,新加坡樟宜机场星耀樟宜,全年营业10:00-22:00,2020-01-26 01:44:29.503293
567,0,567,,"328NorthBridgeRoadRafflesShoppingArcade|#01-20RafflesShoppingArcade,Singapore108934,Singapore",周二-周日:上午11:00-下午7:00;,2020-01-26 01:44:37.625392
568,0,568,,"100OrchardRoadConcordeHotelAndShoppingMallFloor02Unit434445|ConcordeHotel&ShoppingMall,Singapore238840,Singapore","周日 - 周六上午10:00 - 下午10:00days: 周日 - 周六, times: 上午10:00 - 下午10:00,",2020-01-26 01:44:47.154169
569,0,569,,"Mayspring,Singapore,Singapore",暂无,2020-01-26 01:44:57.176214
570,0,570,,"181OrchardRoadOrchardCentral|#05-45OrchardCentral,Singapore238896,Singapore",周日-周六:下午12:30-下午10:30;,2020-01-26 01:45:05.144142
571,0,571,,"BukitPanjang,Singapore,Singapore",暂无,2020-01-26 01:45:13.063037
572,0,572,,"261WaterlooStreetWaterlooCentre,Singapore180261,Singapore",暂无,2020-01-26 01:45:24.709560
573,0,573,,"238896,新加坡乌节路181乌节中央大楼#07-12/13(Orchard/RiverValley)",全年 整周 11:00-22:30,2020-01-26 01:45:35.117663
574,0,574,,"260NeoTiewCrescent,Singapore718899,Singapore",暂无,2020-01-26 01:45:44.946116
575,0,575,,"AirportBoulevard|Terminal2(DepartureTransitLounge,Level3),Singapore,Singapore",周日-周六:上午12:00-下午11:59;,2020-01-26 01:45:54.761500
576,0,576,,"5KoekRoad#26-27CuppagePlaza|SomersetMRTStationandnexttoCentrepointShoppingCentre,Singapore228796,Singapore","周一 - 周四下午9:00 - 上午4:30days: 周一 - 周四, times: 下午9:00 - 上午4:30,days: 周五 - 周六, times: 下午9:00 - 上午5:00,",2020-01-26 01:46:05.201656
577,0,577,,"10EmpressPl,Singapore179555,Singapore",暂无,2020-01-26 01:46:13.947886
578,0,578,,"3ERiverValleyRoadClarkeQuay,Singapore179019,Singapore",暂无,2020-01-26 01:46:25.053846
579,0,579,,"#05-30,Paragon百利宫,290OrchardRoad,Singapore238859",每日：10:00 - 21:00,2020-01-26 01:46:34.069877
580,0,580,,"Block163,BukitMerahCentral,#04-3575,Singapore150163,Singapore",暂无,2020-01-26 01:46:41.480269
581,0,581,,"283JalanBesar,Singapore208946,Singapore",暂无,2020-01-26 01:46:51.077807
582,0,582,,"2KallangAvenue#02-06CtHub|CTHub,Singapore339407,Singapore",周日-周六:下午4:00-上午1:00;,2020-01-26 01:46:59.832099
583,0,583,,"PasirPanjangRoad,Singapore,Singapore",暂无,2020-01-26 01:47:08.038595
584,0,584,,"201VictoriaStreetBugis+,Singapore188067,Singapore",暂无,2020-01-26 01:47:18.903764
585,0,585,,"Singapore,Singapore",暂无,2020-01-26 01:47:28.177685
586,0,586,,"Blk257YishunRingRoadYishunSunshine|#09-1013,Singapore760257,Singapore",暂无,2020-01-26 01:47:36.162733
587,0,587,,"100TrasStreet100am|100AMMall,#04-16A,Singapore079027,Singapore","周日 - 周六上午10:00 - 下午8:00days: 周日 - 周六, times: 上午10:00 - 下午8:00,",2020-01-26 01:47:45.069961
588,0,588,,"261WaterlooStreetWaterlooCentre,Singapore180261,Singapore",暂无,2020-01-26 01:47:55.448409
589,0,589,,"283JalanBesar,Singapore208946,Singapore",暂无,2020-01-26 01:48:04.837656
590,0,590,,"TemenggongRoad,Singapore,Singapore",暂无,2020-01-26 01:48:14.377195
591,0,591,,"49NivenRoad,Singapore228397,Singapore",暂无,2020-01-26 01:48:21.872881
592,0,592,,"41WestCoastHighway,Singapore117868,Singapore",暂无,2020-01-26 01:48:30.954433
593,0,593,,"2KallangAvenue#02-06CtHub|CTHub,Singapore339407,Singapore",周日-周六:下午4:00-上午1:00;,2020-01-26 01:48:40.431504
594,0,594,,"PasirPanjangRoad,Singapore,Singapore",暂无,2020-01-26 01:48:50.120374
595,0,595,,"201VictoriaStreetBugis+,Singapore188067,Singapore",暂无,2020-01-26 01:48:59.287318
596,0,596,,"27BukitManisRd|SentosaGolfClub,SentosaIsland,Singapore",暂无,2020-01-26 01:49:09.789553
597,0,597,,"249SembawangRoadSembawangCountryClub,Singapore758352,Singapore",暂无,2020-01-26 01:49:20.965729
598,0,598,,"80ChuliaStreetSingapore|UOBPlazaCourtyard,Singapore048624,Singapore",暂无,2020-01-26 01:49:28.475049
599,0,599,,"1384AngMoKioAvenue1|BishanPark2,Singapore569932,Singapore",周一-周四:上午8:00-下午9:30;周五-周日:上午8:00-上午10:30;,2020-01-26 01:49:36.939906
600,0,600,,"42KandaharStreet|KampungGlamShopHouses,Singapore198896,Singapore",周一-周四:上午11:00-下午11:00;周五-周日:上午11:00-上午3:00;,2020-01-26 01:49:46.342459
601,0,601,,"1384AngMoKioAvenue1|BishanPark2,Singapore569932,Singapore",周一-周四:上午8:00-下午9:30;周五-周日:上午8:00-上午10:30;,2020-01-26 01:49:55.360246
602,0,602,,"新加坡,新加坡",暂无,2020-01-26 01:50:05.515887
603,0,603,,"2OrchardLinkScape0221Unit2022,Singapore237978,Singapore",周日:上午11:00-下午11:00;周一:上午11:00-下午10:00;周二:上午9:00-下午10:00;周三-周四:上午11:00-下午10:00;周五-周六:上午11:00-上午12:00;,2020-01-26 01:50:15.354759
604,0,604,,"581OrchardRoadHiltonInternationalSingapore|#01-11TheShoppingGalleryHilton,Singapore238883,Singapore",周日:上午11:00-下午6:00;周一-周六:上午10:00-下午7:00;,2020-01-26 01:50:24.115098
605,0,605,,"71UbiCrescent#02-07ExcaliburCentre,Singapore408571,Singapore",暂无,2020-01-26 01:50:34.388647
606,0,606,,"10UbiCrescentUbiTechparkLobbyC#014547,Singapore408564,Singapore",暂无,2020-01-26 01:50:42.915207
607,0,607,,"31TanjongPagarRoad,Singapore088454,Singapore",暂无,2020-01-26 01:50:51.127233
608,0,608,,"79ChayYanStreetTiongBahruEstate|#01-26TiongBahruEstate,Singapore160079,Singapore",暂无,2020-01-26 01:51:01.385
609,0,609,,"11BMountSophiaOldSchool@MountSophia,Singapore228466,Singapore",暂无,2020-01-26 01:51:10.201909
610,0,610,,"277OrchardRoadOrchardGateway|#02-02,OrchardGateway,Singapore238858,Singapore",暂无,2020-01-26 01:51:31.270289
611,0,611,,"10ScottsRoadGrandHyattSingapore|DamaiSpa,GrandHyattSingapore,Singapore228211,Singapore",周日-周六:上午10:00-下午10:00;,2020-01-26 01:51:39.554924
612,0,612,,"2AlexandraRoadDeltaHouse|#06-06DeltaHouse,Singapore159919,Singapore",周一-周六:上午9:30-下午7:00;,2020-01-26 01:51:49.865345
613,0,613,,"#B2-11to22,OrchardCentral乌节中央城,181OrchardRd,238896(Orchard/RiverValley)",Mon - Sun: 11:00 - 15:00Mon - Sun: 18:30 - 22:30,2020-01-26 01:52:00.895278
614,0,614,,"331NorthBridgeRoad#03-07OdeonTowers,Singapore188720,Singapore","周四 - 周五下午5:00 - 上午2:00days: 周四 - 周五, times: 下午5:00 - 上午2:00,days: 周六 - 周三, times: 下午5:00 - 上午1:00,",2020-01-26 01:52:09.989421
615,0,615,,"MarriottHotel320OrchardRd#B1-00,Singapore238865,Singapore",暂无,2020-01-26 01:52:22.374650
616,0,616,,"UniversityCulturalCentreNationalUniversityofSingapore50KentRidgeCrescent,Singapore119279,Singapore",暂无,2020-01-26 01:52:31.158813
617,0,617,,"407HavelockRoad|FuramaRiverfront,Annex@Furama#05-01,Singapore169634,Singapore","days: 周一 - 周五, times: 上午10:00 - 下午7:00,days: 周六 - 周日, times: 上午9:30 - 下午8:00,",2020-01-26 01:52:40.842571
618,0,618,,"1BClarkeQuay,Singapore179023,Singapore",暂无,2020-01-26 01:52:52.109817
619,0,619,,"10ClaymoreHillAmericanClub,Singapore229573,Singapore",暂无,2020-01-26 01:52:59.405776
620,0,620,,"3TemasekBoulevardSuntecCityMall|03-372SuntecCityMall,Towers3/4,Singapore038983,Singapore","周日 - 周六上午10:00 - 下午10:00days: 周日 - 周六, times: 上午10:00 - 下午10:00,",2020-01-26 01:53:07.021328
621,0,621,,"5FortCanningRoadWesleyMethodistChurchSingapore179493,Singapore179493,Singapore",暂无,2020-01-26 01:53:18.882
622,0,622,,"179BartleyRoadRamakrishnaMissionBoys'Home|NearBartleyMRT,Singapore539784,Singapore",周日-周六:上午6:00-下午12:30下午4:00-下午8:30;,2020-01-26 01:53:28.422090
623,0,623,,"AirportBoulevard|Terminal1,Singapore,Singapore",暂无,2020-01-26 01:53:39.640745
624,0,624,,"AirportBoulevard|Terminal2,Singapore,Singapore",暂无,2020-01-26 01:53:51.559032
625,0,625,,"6BukitPurmei,Singapore099866,Singapore",暂无,2020-01-26 01:54:02.242996
